date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:45:37	24540/24540	---M--	200	added ('OK')	image/png	etag:%2260f84b22-5fdc%22	https://www.bitewithzest.com/static/img/BwZ_logo_W.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/img/BwZ_logo_W.png	(from https://www.bitewithzest.com/)
06:45:37	12025/12025	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:36%20GMT	https://www.bitewithzest.com/filter/news/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/news/index.html	(from https://www.bitewithzest.com/)
06:45:38	12692/12692	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:37%20GMT	https://www.bitewithzest.com/about/info/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/about/info/index.html	(from https://www.bitewithzest.com/)
06:45:38	7818/7818	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:37%20GMT	https://www.bitewithzest.com/shop/bwz/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/shop/bwz/index.html	(from https://www.bitewithzest.com/)
06:45:38	810196/810196	---M--	200	added ('OK')	image/png	etag:%2263c5b232-c5cd4%22	https://www.bitewithzest.com/media/layout/bg1_home_en.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg1_home_en.png	(from https://www.bitewithzest.com/)
06:45:39	18618/18618	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:38%20GMT	https://www.bitewithzest.com/filter/recipes/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/recipes/index.html	(from https://www.bitewithzest.com/)
06:45:39	9998/9998	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:38%20GMT	https://www.bitewithzest.com/contact/info/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/contact/info/index.html	(from https://www.bitewithzest.com/)
06:45:39	87804/87804	---M--	200	added ('OK')	image/png	etag:%22614f9903-156fc%22	https://www.bitewithzest.com/media/layout/layer1-1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/layer1-1.png	(from https://www.bitewithzest.com/)
06:45:39	14172/14172	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:38%20GMT	https://www.bitewithzest.com/filter/lexicon-of-plants/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/lexicon-of-plants/index.html	(from https://www.bitewithzest.com/)
06:45:39	13151/13151	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:38%20GMT	https://www.bitewithzest.com/filter/immunity-boosting/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/immunity-boosting/index.html	(from https://www.bitewithzest.com/)
06:45:40	12160/12160	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:39%20GMT	https://www.bitewithzest.com/filter/our-planet/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/our-planet/index.html	(from https://www.bitewithzest.com/)
06:45:40	14150/14150	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:39%20GMT	https://www.bitewithzest.com/filter/lifestyle/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/lifestyle/index.html	(from https://www.bitewithzest.com/)
06:45:40	26008/26008	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:39%20GMT	https://www.bitewithzest.com/filter/faq/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/filter/faq/index.html	(from https://www.bitewithzest.com/)
06:45:40	76627/76627	---M--	200	added ('OK')	image/png	etag:%22614f9908-12b53%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_01_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_01_01.png	(from https://www.bitewithzest.com/)
06:45:40	73555/73555	---M--	200	added ('OK')	image/png	etag:%22614f9908-11f53%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_01_02.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_01_02.png	(from https://www.bitewithzest.com/)
06:45:41	50940/50940	---M--	200	added ('OK')	image/png	etag:%22614f9908-c6fc%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_01_03.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_01_03.png	(from https://www.bitewithzest.com/)
06:45:41	66268/66268	---M--	200	added ('OK')	image/png	etag:%22618068a4-102dc%22	https://www.bitewithzest.com/media/layout/layerMob1-2.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/layerMob1-2.png	(from https://www.bitewithzest.com/)
06:45:41	144132/144132	---M--	200	added ('OK')	image/png	etag:%22614f9908-23304%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_01_04.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_01_04.png	(from https://www.bitewithzest.com/)
06:45:41	49524/49524	---M--	200	added ('OK')	image/png	etag:%22614f9902-c174%22	https://www.bitewithzest.com/media/layout/bg2.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg2.png	(from https://www.bitewithzest.com/)
06:45:42	76449/76449	---M--	200	added ('OK')	image/png	etag:%22614f9909-12aa1%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_02_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_02_01.png	(from https://www.bitewithzest.com/)
06:45:42	12452/12452	---M--	200	added ('OK')	image/png	etag:%22614f9903-30a4%22	https://www.bitewithzest.com/media/layout/bg2-2.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg2-2.png	(from https://www.bitewithzest.com/)
06:45:42	88436/88436	---M--	200	added ('OK')	image/png	etag:%22614f9902-15974%22	https://www.bitewithzest.com/media/layout/bg3.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg3.png	(from https://www.bitewithzest.com/)
06:45:43	26381/26381	---M--	200	added ('OK')	image/png	etag:%22614f9913-670d%22	https://www.bitewithzest.com/media/layout/bg3-1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg3-1.png	(from https://www.bitewithzest.com/)
06:45:43	127738/127738	---M--	200	added ('OK')	image/png	etag:%22614f9909-1f2fa%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_03_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_03_01.png	(from https://www.bitewithzest.com/)
06:45:43	200426/200426	---M--	200	added ('OK')	image/jpeg	etag:%226093ecf2-30eea%22	https://www.bitewithzest.com/media/post7/opener/post_opener7.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post7/opener/post_opener7.jpg	(from https://www.bitewithzest.com/)
06:45:44	89737/89737	---M--	200	added ('OK')	image/png	etag:%22614f9907-15e89%22	https://www.bitewithzest.com/media/layout/layer4-1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/layer4-1.png	(from https://www.bitewithzest.com/)
06:45:44	37921/37921	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:43%20GMT	https://www.bitewithzest.com/nutrition-needs-in-plant-based-diet/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/nutrition-needs-in-plant-based-diet/index.html	(from https://www.bitewithzest.com/)
06:45:44	810236/810236	---M--	200	added ('OK')	image/jpeg	etag:%22608f24e1-c5cfc%22	https://www.bitewithzest.com/media/post27/opener/post_opener27.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post27/opener/post_opener27.jpg	(from https://www.bitewithzest.com/)
06:45:45	21811/21811	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:44%20GMT	https://www.bitewithzest.com/plant-based-basic-groceries/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/plant-based-basic-groceries/index.html	(from https://www.bitewithzest.com/)
06:45:45	63836/63836	---M--	200	added ('OK')	image/png	etag:%22614f98ee-f95c%22	https://www.bitewithzest.com/media/layout/layerMob4-1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/layerMob4-1.png	(from https://www.bitewithzest.com/)
06:45:45	75954/75954	---M--	200	added ('OK')	image/png	etag:%22614f990b-128b2%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_04_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_04_01.png	(from https://www.bitewithzest.com/)
06:45:45	229430/229430	---M--	200	added ('OK')	image/png	etag:%22614f990b-38036%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_04_02.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_04_02.png	(from https://www.bitewithzest.com/)
06:45:46	258531/258531	---M--	200	added ('OK')	image/jpeg	etag:%22614f9900-3f1e3%22	https://www.bitewithzest.com/media/layout/bg4.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg4.jpg	(from https://www.bitewithzest.com/)
06:45:46	33784/33784	---M--	200	added ('OK')	image/png	etag:%22614f9900-83f8%22	https://www.bitewithzest.com/media/layout/bg5.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg5.png	(from https://www.bitewithzest.com/)
06:45:46	62890/62890	---M--	200	added ('OK')	image/png	etag:%22614f9909-f5aa%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_05_02.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_05_02.png	(from https://www.bitewithzest.com/)
06:45:46	29324/29324	---M--	200	added ('OK')	image/png	etag:%22614f98f8-728c%22	https://www.bitewithzest.com/media/layout/bgMob5.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bgMob5.png	(from https://www.bitewithzest.com/)
06:45:46	105217/105217	---M--	200	added ('OK')	image/png	etag:%22614f9909-19b01%22	https://www.bitewithzest.com/media/layout/basil_bg_png/H_05_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/H_05_01.png	(from https://www.bitewithzest.com/)
06:45:47	20246/20246	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:46%20GMT	https://www.bitewithzest.com/ayurvedic-oral-hygiene-and-dental-care/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/ayurvedic-oral-hygiene-and-dental-care/index.html	(from https://www.bitewithzest.com/)
06:45:48	248173/248173	---M--	200	added ('OK')	image/jpeg	etag:%22608d51dc-3c96d%22	https://www.bitewithzest.com/media/post26/opener/post_opener26.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post26/opener/post_opener26.jpg	(from https://www.bitewithzest.com/)
06:45:48	622837/622837	---M--	200	added ('OK')	image/jpeg	etag:%22609da215-980f5%22	https://www.bitewithzest.com/media/post11/opener/post_opener11.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post11/opener/post_opener11.jpg	(from https://www.bitewithzest.com/)
06:45:48	8152051/8152051	---M--	200	added ('OK')	image/png	etag:%22614f9913-7c63f3%22	https://www.bitewithzest.com/media/layout/layer2-1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/layer2-1.png	(from https://www.bitewithzest.com/)
06:45:48	22413/22413	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:46%20GMT	https://www.bitewithzest.com/quartz-master-healer/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/quartz-master-healer/index.html	(from https://www.bitewithzest.com/)
06:45:49	19670/19670	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:48%20GMT	https://www.bitewithzest.com/ginger-power-shot/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/ginger-power-shot/index.html	(from https://www.bitewithzest.com/)
06:45:49	236743/236743	---M--	200	added ('OK')	image/png	etag:%22614f9907-39cc7%22	https://www.bitewithzest.com/media/layout/footer_basil.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/footer_basil.png	(from https://www.bitewithzest.com/)
06:45:49	12615/12615	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260f84b22-3147%22	https://www.bitewithzest.com/static/js/scrollr.js	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/js/scrollr.js	(from https://www.bitewithzest.com/)
06:45:49	40339/40339	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:49%20GMT	https://www.bitewithzest.com/terms/info/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/terms/info/index.html	(from https://www.bitewithzest.com/)
06:45:50	177/177	---MCZ	200	added ('OK')	application/javascript	etag:W/%226570f4bc-b1%22	https://www.bitewithzest.com/static/js/detectbrave.js	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/js/detectbrave.js	(from https://www.bitewithzest.com/)
06:45:50	11480/11480	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:49%20GMT	https://www.bitewithzest.com/cookies/info/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/cookies/info/index.html	(from https://www.bitewithzest.com/)
06:45:50	715860/715860	---M--	200	added ('OK')	image/jpeg	etag:%22608c1053-aec54%22	https://www.bitewithzest.com/media/post17/opener/post_opener17.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post17/opener/post_opener17.jpg	(from https://www.bitewithzest.com/)
06:45:50	6563/6563	---MCZ	200	added ('OK')	application/javascript	etag:W/%226414f27c-19a3%22	https://www.bitewithzest.com/static/js/bwz.js	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/js/bwz.js	(from https://www.bitewithzest.com/)
06:45:51	110092/110092	---M--	200	added ('OK')	application/font-woff	etag:%2260f84b22-1ae0c%22	https://www.bitewithzest.com/static/fonts/Richie%20Brusher.woff	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/fonts/Richie%20Brusher.woff	(from https://www.bitewithzest.com/static/css/style.css)
06:45:51	2566/2566	---M--	200	added ('OK')	image/png	etag:%22614f98ff-a06%22	https://www.bitewithzest.com/media/layout/header.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/header.png	(from https://www.bitewithzest.com/static/css/responsive_desktop_big.css)
06:45:52	210584/210584	---MCZ	200	added ('OK')	text/plain	etag:W/%226132a789-33698%22	https://www.bitewithzest.com/static/fonts/Richie%20Brusher.ttf	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/static/fonts/Richie%20Brusher.ttf	(from https://www.bitewithzest.com/static/css/style.css)
06:45:52	15119/15119	---M--	200	added ('OK')	image/png	etag:%22614f9907-3b0f%22	https://www.bitewithzest.com/media/layout/topnav.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/topnav.png	(from https://www.bitewithzest.com/static/css/responsive_desktop_big.css)
06:45:52	19674/19674	---M--	200	added ('OK')	image/png	etag:%22614f98ff-4cda%22	https://www.bitewithzest.com/media/layout/faq_bg.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/faq_bg.png	(from https://www.bitewithzest.com/static/css/responsive_desktop_big.css)
06:45:53	31353/31353	---M--	200	added ('OK')	image/png	etag:%22614f9901-7a79%22	https://www.bitewithzest.com/media/layout/bg_cat_list1.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/bg_cat_list1.png	(from https://www.bitewithzest.com/static/css/responsive_desktop_big.css)
06:45:53	8717/8717	---M--	200	added ('OK')	image/png	etag:%22614f98ff-220d%22	https://www.bitewithzest.com/media/layout/topnavMob.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/topnavMob.png	(from https://www.bitewithzest.com/static/css/responsive_phone.css)
06:45:54	14648/14648	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:53%20GMT	https://www.bitewithzest.com/vegan-planet-2023/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/vegan-planet-2023/index.html	(from https://www.bitewithzest.com/filter/news/)
06:45:54	392473/392473	---M--	200	added ('OK')	image/png	etag:%22614f98f9-5fd19%22	https://www.bitewithzest.com/media/layout/basil-10.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil-10.png	(from https://www.bitewithzest.com/filter/news/)
06:45:55	168991/168991	---M--	200	added ('OK')	image/jpeg	etag:%226553356e-2941f%22	https://www.bitewithzest.com/media/post67/thumbs/post_thumb67.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post67/thumbs/post_thumb67.jpg	(from https://www.bitewithzest.com/filter/news/)
06:45:56	181901/181901	---M--	200	added ('OK')	image/jpeg	etag:%226414f40d-2c68d%22	https://www.bitewithzest.com/media/post58/thumbs/post_thumb58.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post58/thumbs/post_thumb58.jpg	(from https://www.bitewithzest.com/filter/news/)
06:45:56	569632/569632	---M--	200	added ('OK')	image/jpeg	etag:%22654cc4f0-8b120%22	https://www.bitewithzest.com/media/post66/thumbs/post_thumb66.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post66/thumbs/post_thumb66.jpg	(from https://www.bitewithzest.com/filter/news/)
06:45:56	16067/16067	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:53%20GMT	https://www.bitewithzest.com/novo-mesto-1123/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/novo-mesto-1123/index.html	(from https://www.bitewithzest.com/filter/news/)
06:45:56	17225/17225	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:54%20GMT	https://www.bitewithzest.com/zagreb/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/zagreb/index.html	(from https://www.bitewithzest.com/filter/news/)
06:45:57	15940/15940	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:45:56%20GMT	https://www.bitewithzest.com/veganmania-mq-2023/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/veganmania-mq-2023/index.html	(from https://www.bitewithzest.com/filter/news/)
06:45:57	104379/104379	---M--	200	added ('OK')	image/jpeg	etag:%22647894de-197bb%22	https://www.bitewithzest.com/media/post65/thumbs/post_thumb65.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post65/thumbs/post_thumb65.jpg	(from https://www.bitewithzest.com/filter/news/)
06:45:57	138088/138088	---M--	200	added ('OK')	image/png	etag:%22614f990a-21b68%22	https://www.bitewithzest.com/media/layout/basil_bg_png/F_01_01.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil_bg_png/F_01_01.png	(from https://www.bitewithzest.com/about/info/)
06:45:58	60524/60524	---M--	200	added ('OK')	image/jpeg	etag:%226141b892-ec6c%22	https://www.bitewithzest.com/media/authors4/pic/author_pic4.jpeg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/authors4/pic/author_pic4.jpg	(from https://www.bitewithzest.com/about/info/)
06:45:59	1726388/1726388	---M--	200	added ('OK')	image/jpeg	etag:%226132a995-1a57b4%22	https://www.bitewithzest.com/media/authors3/pic/author_pic3.jpeg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/authors3/pic/author_pic3.jpg	(from https://www.bitewithzest.com/about/info/)
06:45:59	609289/609289	---M--	200	added ('OK')	image/jpeg	etag:%22616d0778-94c09%22	https://www.bitewithzest.com/media/authors5/pic/author_pic5.jpeg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/authors5/pic/author_pic5.jpg	(from https://www.bitewithzest.com/about/info/)
06:45:59	819177/819177	---M--	200	added ('OK')	image/jpeg	etag:%22616dcd21-c7fe9%22	https://www.bitewithzest.com/media/authors1/pic/author_pic1.jpeg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/authors1/pic/author_pic1.jpg	(from https://www.bitewithzest.com/about/info/)
06:46:00	157676/157676	---M--	200	added ('OK')	image/jpeg	etag:%226141b91d-267ec%22	https://www.bitewithzest.com/media/authors2/pic/author_pic2.jpeg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/authors2/pic/author_pic2.jpg	(from https://www.bitewithzest.com/about/info/)
06:46:00	850/850	---MC-	200	added ('OK')	text/javascript	date:Mon,%2015%20Apr%202024%2010:45:59%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/elementor%20web/www.google.com/recaptcha/api.js	(from https://www.bitewithzest.com/contact/info/)
06:46:01	483265/483265	---M--	200	added ('OK')	image/png	etag:%22614f98fe-75fc1%22	https://www.bitewithzest.com/media/layout/basil-9.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/layout/basil-9.png	(from https://www.bitewithzest.com/contact/info/)
06:46:03	68243/68243	---MCZ	200	added ('OK')	text/javascript	etag:W/%22-381352921%22	https://app.ecwid.com/script.js?83334683&data_platform=code&data_date=2022-12-18	C:/My%20Web%20Sites/elementor%20web/app.ecwid.com/script5e0d.js	(from https://www.bitewithzest.com/shop/bwz/)
06:46:03	19874/19874	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:46:03%20GMT	https://www.bitewithzest.com/tasty-green-yellow-pasta/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/tasty-green-yellow-pasta/index.html	(from https://www.bitewithzest.com/filter/recipes/)
06:46:04	297985/297985	---M--	200	added ('OK')	image/jpeg	etag:%2264fd8a4a-48c01%22	https://www.bitewithzest.com/media/post64/thumbs/post_thumb64.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post64/thumbs/post_thumb64.jpg	(from https://www.bitewithzest.com/filter/recipes/)
06:46:04	5118/5118	---M--	200	added ('OK')	image/png	etag:%22608c1053-13fe%22	https://www.bitewithzest.com/media/uploads/2021/04/27/web_icons1_2_n9OvexT.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/uploads/2021/04/27/web_icons1_2_n9OvexT.png	(from https://www.bitewithzest.com/filter/recipes/)
06:46:04	3927/3927	---M--	200	added ('OK')	image/png	etag:%22608c1053-f57%22	https://www.bitewithzest.com/media/uploads/2021/04/27/web_icons4_2.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/uploads/2021/04/27/web_icons4_2.png	(from https://www.bitewithzest.com/filter/recipes/)
06:46:04	4585/4585	---M--	200	added ('OK')	image/png	etag:%22608c1053-11e9%22	https://www.bitewithzest.com/media/uploads/2021/04/27/web_icons5_Y10yzSr.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/uploads/2021/04/27/web_icons5_Y10yzSr.png	(from https://www.bitewithzest.com/filter/recipes/)
06:46:05	2430/2430	---M--	200	added ('OK')	image/png	etag:%22608c1053-97e%22	https://www.bitewithzest.com/media/uploads/2021/04/27/web_icons6_3r6GaMh.png	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/uploads/2021/04/27/web_icons6_3r6GaMh.png	(from https://www.bitewithzest.com/filter/recipes/)
06:46:05	21153/21153	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:46:04%20GMT	https://www.bitewithzest.com/wild-garlic-vegan-pesto/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/wild-garlic-vegan-pesto/index.html	(from https://www.bitewithzest.com/filter/recipes/)
06:46:06	21492/21492	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2010:46:05%20GMT	https://www.bitewithzest.com/salted-roasted-seeds/	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/salted-roasted-seeds/index.html	(from https://www.bitewithzest.com/filter/recipes/)
06:46:06	363598/363598	---M--	200	added ('OK')	image/jpeg	etag:%22643440bb-58c4e%22	https://www.bitewithzest.com/media/post62/thumbs/post_thumb62.jpg	C:/My%20Web%20Sites/elementor%20web/www.bitewithzest.com/media/post62/thumbs/post_thumb62.jpg	(from https://www.bitewithzest.com/filter/recipes/)
